customer_id,user_pseudo_id,session_id,session_number,session_date,first_visit_date,user_type,country,city,gender,age_group,customer_segment,source,medium,campaign,channel_group,landing_page,device_category,page_view,view_item,add_to_cart,begin_checkout,purchase,refund,product_id,product_name,product_category,brand,price,discount_percent,quantity,item_revenue,coupon_discount,refund_amount,net_revenue,order_id,transaction_id,payment_method,delivery_type,coupon_code,returned_product,return_reason,lifetime_orders,lifetime_revenue,month,week,quarter,year,day_of_week,is_weekend
CUST100006,94bf387c-db82-4c0c-b01c-a9cd56fb39fa,SES00000011,1,2025-02-22,2025-02-22,New,India,Hyderabad,Male,55+,Prospect,facebook,paid_social,Meta Retargeting,Paid Social,/accessories,tablet,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,8,1,2025,Saturday,True
CUST100006,94bf387c-db82-4c0c-b01c-a9cd56fb39fa,SES00000012,2,2025-03-01,2025-02-22,Returning,India,Hyderabad,Male,55+,Prospect,facebook,paid_social,Meta Retargeting,Paid Social,/accessories,tablet,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,9,1,2025,Saturday,True
CUST100007,6bc5b825-634f-4be6-89ca-6ce4b7d58bec,SES00000013,1,2025-01-08,2025-01-08,New,India,Chennai,Male,35-44,New,affiliate,affiliate,Affiliate,Affiliate,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Wednesday,False
CUST100008,ad591ac6-44d0-4fab-9081-77fcaa692aaf,SES00000014,1,2025-02-28,2025-02-28,New,India,Kolkata,Male,45-54,New,google,organic,Always On Search,Organic Search,/women,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,9,1,2025,Friday,False
CUST100009,e0643910-ba08-45c1-b613-6ab027ecceda,SES00000015,1,2025-01-25,2025-01-25,New,India,Lucknow,Female,25-34,New,facebook,paid_social,Meta Retargeting,Paid Social,/new-arrivals,mobile,1,1,1,1,1,0,100085.0,Face Wash,Beauty,Mamaearth,1051.0,0.0,1,1051.0,0.0,0.0,1051.0,ORD671858,TXN-53b51056-054,UPI,Same Day,WELCOME10,False,,1,1051.0,1,4,1,2025,Saturday,True
CUST100009,e0643910-ba08-45c1-b613-6ab027ecceda,SES00000016,2,2025-01-26,2025-01-25,Returning,India,Lucknow,Female,25-34,New,facebook,paid_social,Meta Retargeting,Paid Social,/new-arrivals,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,1051.0,1,4,1,2025,Sunday,True
CUST100010,02ec89d2-293c-4eea-be10-2e04e5318053,SES00000017,1,2025-01-08,2025-01-08,New,India,Delhi,Female,45-54,Loyal,push,push,Push Notification,Push,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Wednesday,False
CUST100010,02ec89d2-293c-4eea-be10-2e04e5318053,SES00000018,2,2025-02-21,2025-01-08,Returning,India,Delhi,Female,45-54,Loyal,push,push,Push Notification,Push,/,mobile,1,1,1,1,1,0,100006.0,Saree,Women,Fabindia,743.0,5.0,1,743.0,0.0,0.0,743.0,ORD343962,TXN-5cbb94f2-a7d,Cash on Delivery,Same Day,,False,,1,743.0,2,8,1,2025,Friday,False
CUST100010,02ec89d2-293c-4eea-be10-2e04e5318053,SES00000019,3,2025-02-27,2025-01-08,Returning,India,Delhi,Female,45-54,Loyal,push,push,Push Notification,Push,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,743.0,2,9,1,2025,Thursday,False
CUST100010,02ec89d2-293c-4eea-be10-2e04e5318053,SES00000020,4,2025-03-10,2025-01-08,Returning,India,Delhi,Female,45-54,Loyal,push,push,Push Notification,Push,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,743.0,3,11,1,2025,Monday,False
CUST100011,d4eba915-06d0-4d44-8296-2883bf9a17cd,SES00000021,1,2025-03-16,2025-03-16,New,India,Jaipur,Male,18-24,Prospect,direct,(none),(direct),Direct,/women,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,11,1,2025,Sunday,True
CUST100012,f5d32309-815b-432b-a7ee-5c64a9996bb0,SES00000022,1,2025-01-08,2025-01-08,New,India,Mumbai,Female,25-34,New,youtube,cpc,Google Shopping,Paid Search,/women,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Wednesday,False
CUST100013,e38872dd-07a2-4464-9e81-f1ede64062a4,SES00000023,1,2025-01-09,2025-01-09,New,India,Hyderabad,Female,18-24,Prospect,instagram,social,Instagram Influencer,Organic Social,/accessories,tablet,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Thursday,False
CUST100014,1ae52f2c-ae43-4d49-a9a3-66ce8b88d098,SES00000024,1,2025-01-16,2025-01-16,New,India,Lucknow,Male,45-54,Prospect,newsletter,email,Email Newsletter,Email,/kids,mobile,1,1,1,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,3,1,2025,Thursday,False
CUST100014,1ae52f2c-ae43-4d49-a9a3-66ce8b88d098,SES00000025,2,2025-01-19,2025-01-16,Returning,India,Lucknow,Male,45-54,Prospect,newsletter,email,Email Newsletter,Email,/kids,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,3,1,2025,Sunday,True
CUST100015,0eebf5b0-3679-4d06-baf2-08e27659abdf,SES00000026,1,2025-03-16,2025-03-16,New,India,Delhi,Male,25-34,Loyal,newsletter,email,Email Newsletter,Email,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,11,1,2025,Sunday,True
CUST100015,0eebf5b0-3679-4d06-baf2-08e27659abdf,SES00000027,2,2025-04-09,2025-03-16,Returning,India,Delhi,Male,25-34,Loyal,newsletter,email,Email Newsletter,Email,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,4,15,2,2025,Wednesday,False
CUST100015,0eebf5b0-3679-4d06-baf2-08e27659abdf,SES00000028,3,2025-04-29,2025-03-16,Returning,India,Delhi,Male,25-34,Loyal,newsletter,email,Email Newsletter,Email,/offers,mobile,1,1,1,1,1,0,100015.0,Tracksuit,Women,Reebok,3256.0,5.0,2,6512.0,0.0,0.0,6512.0,ORD835392,TXN-b6b6f54e-e11,Cash on Delivery,Express,,False,,1,6512.0,4,18,2,2025,Tuesday,False
CUST100015,0eebf5b0-3679-4d06-baf2-08e27659abdf,SES00000029,4,2025-06-02,2025-03-16,Returning,India,Delhi,Male,25-34,Loyal,newsletter,email,Email Newsletter,Email,/offers,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,6512.0,6,23,2,2025,Monday,False
CUST100016,da77620b-e124-4f7f-bf88-d536f23b12b8,SES00000030,1,2025-01-11,2025-01-11,New,India,Lucknow,Male,18-24,Active,direct,(none),(direct),Direct,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Saturday,True
CUST100016,da77620b-e124-4f7f-bf88-d536f23b12b8,SES00000031,2,2025-01-12,2025-01-11,Returning,India,Lucknow,Male,18-24,Active,direct,(none),(direct),Direct,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Sunday,True
CUST100016,da77620b-e124-4f7f-bf88-d536f23b12b8,SES00000032,3,2025-01-14,2025-01-11,Returning,India,Lucknow,Male,18-24,Active,direct,(none),(direct),Direct,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,3,1,2025,Tuesday,False
CUST100016,da77620b-e124-4f7f-bf88-d536f23b12b8,SES00000033,4,2025-01-18,2025-01-11,Returning,India,Lucknow,Male,18-24,Active,direct,(none),(direct),Direct,/offers,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,3,1,2025,Saturday,True
CUST100016,da77620b-e124-4f7f-bf88-d536f23b12b8,SES00000034,5,2025-01-25,2025-01-11,Returning,India,Lucknow,Male,18-24,Active,direct,(none),(direct),Direct,/offers,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,4,1,2025,Saturday,True
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000035,1,2025-03-08,2025-03-08,New,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,10,1,2025,Saturday,True
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000036,2,2025-03-09,2025-03-08,Returning,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,10,1,2025,Sunday,True
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000037,3,2025-04-07,2025-03-08,Returning,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,4,15,2,2025,Monday,False
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000038,4,2025-04-28,2025-03-08,Returning,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,4,18,2,2025,Monday,False
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000039,5,2025-05-19,2025-03-08,Returning,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,5,21,2,2025,Monday,False
CUST100017,5d509329-8541-4f7c-b174-c193ae6aad57,SES00000040,6,2025-06-02,2025-03-08,Returning,India,Pune,Female,45-54,Loyal,youtube,cpc,Google Shopping,Paid Search,/kids,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,6,23,2,2025,Monday,False
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000041,1,2025-03-27,2025-03-27,New,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,1,1,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,13,1,2025,Thursday,False
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000042,2,2025-04-13,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,1,1,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,4,15,2,2025,Sunday,True
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000043,3,2025-04-16,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,4,16,2,2025,Wednesday,False
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000044,4,2025-05-06,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,5,19,2,2025,Tuesday,False
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000045,5,2025-05-15,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,5,20,2,2025,Thursday,False
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000046,6,2025-06-07,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,6,23,2,2025,Saturday,True
CUST100018,9d19036f-80f7-4b99-9000-e860fabed05f,SES00000047,7,2025-06-17,2025-03-27,Returning,India,Hyderabad,Female,25-34,Loyal,google,organic,Always On Search,Organic Search,/beauty,desktop,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,6,25,2,2025,Tuesday,False
CUST100019,73f43fd4-0fd8-4338-8711-46af47578a6f,SES00000048,1,2025-02-20,2025-02-20,New,India,Pune,Male,18-24,Active,instagram,social,Instagram Influencer,Organic Social,/summer-sale,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,8,1,2025,Thursday,False
CUST100019,73f43fd4-0fd8-4338-8711-46af47578a6f,SES00000049,2,2025-02-27,2025-02-20,Returning,India,Pune,Male,18-24,Active,instagram,social,Instagram Influencer,Organic Social,/summer-sale,mobile,1,1,1,1,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,9,1,2025,Thursday,False
CUST100020,1716a3f1-1b5d-4675-8836-15d55154cd70,SES00000050,1,2025-02-10,2025-02-10,New,India,Delhi,Male,25-34,Active,google,organic,Always On Search,Organic Search,/summer-sale,desktop,1,1,1,1,1,0,100075.0,Socks,Accessories,Happy Socks,2234.0,15.0,1,2234.0,0.0,0.0,2234.0,ORD106814,TXN-69a461a7-be2,Credit Card,Same Day,WELCOME10,False,,1,2234.0,2,7,1,2025,Monday,False
CUST100021,ba99a61b-831f-423b-985c-181ea4618a55,SES00000051,1,2025-03-21,2025-03-21,New,India,Mumbai,Female,25-34,New,google,organic,Always On Search,Organic Search,/men,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,12,1,2025,Friday,False
CUST100021,ba99a61b-831f-423b-985c-181ea4618a55,SES00000052,2,2025-03-24,2025-03-21,Returning,India,Mumbai,Female,25-34,New,google,organic,Always On Search,Organic Search,/men,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,13,1,2025,Monday,False
CUST100021,ba99a61b-831f-423b-985c-181ea4618a55,SES00000053,3,2025-03-28,2025-03-21,Returning,India,Mumbai,Female,25-34,New,google,organic,Always On Search,Organic Search,/men,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,13,1,2025,Friday,False
CUST100021,ba99a61b-831f-423b-985c-181ea4618a55,SES00000054,4,2025-05-05,2025-03-21,Returning,India,Mumbai,Female,25-34,New,google,organic,Always On Search,Organic Search,/men,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,5,19,2,2025,Monday,False
CUST100021,ba99a61b-831f-423b-985c-181ea4618a55,SES00000055,5,2025-06-14,2025-03-21,Returning,India,Mumbai,Female,25-34,New,google,organic,Always On Search,Organic Search,/men,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,6,24,2,2025,Saturday,True
CUST100022,8c3ad6f0-4da9-41cf-b53c-f363832d1de9,SES00000056,1,2025-03-10,2025-03-10,New,India,Bengaluru,Female,45-54,Prospect,youtube,cpc,Google Shopping,Paid Search,/footwear,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,11,1,2025,Monday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000057,1,2025-01-09,2025-01-09,New,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,2,1,2025,Thursday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000058,2,2025-01-28,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,5,1,2025,Tuesday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000059,3,2025-02-04,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,6,1,2025,Tuesday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000060,4,2025-02-15,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,7,1,2025,Saturday,True
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000061,5,2025-02-18,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,8,1,2025,Tuesday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000062,6,2025-02-23,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,2,8,1,2025,Sunday,True
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000063,7,2025-03-22,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,12,1,2025,Saturday,True
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000064,8,2025-03-25,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,13,1,2025,Tuesday,False
CUST100023,b3a165df-73b2-4164-be72-e79e29372e22,SES00000065,9,2025-03-29,2025-01-09,Returning,India,Ahmedabad,Male,45-54,VIP,direct,(none),(direct),Direct,/beauty,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,13,1,2025,Saturday,True
CUST100024,b71f529a-a92f-4832-a1e7-31dc035b72a0,SES00000066,1,2025-01-21,2025-01-21,New,India,Jaipur,Male,18-24,Dormant,affiliate,affiliate,Affiliate,Affiliate,/beauty,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,1,4,1,2025,Tuesday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000067,1,2025-03-20,2025-03-20,New,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,12,1,2025,Thursday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000068,2,2025-03-23,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,0,0.0,3,12,1,2025,Sunday,True
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000069,3,2025-04-16,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,1,1,1,0,100018.0,Coat,Women,Burberry,3316.0,20.0,1,3316.0,0.0,0.0,3316.0,ORD900581,TXN-42d22fd8-635,Debit Card,Standard,,False,,1,3316.0,4,16,2,2025,Wednesday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000070,4,2025-04-19,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,4,16,2,2025,Saturday,True
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000071,5,2025-04-22,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,4,17,2,2025,Tuesday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000072,6,2025-04-23,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,4,17,2,2025,Wednesday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000073,7,2025-05-23,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,0,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,5,21,2,2025,Friday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000074,8,2025-05-26,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,1,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,5,22,2,2025,Monday,False
CUST100025,5454327e-0d64-4298-8702-b99c2b3846c8,SES00000075,9,2025-06-06,2025-03-20,Returning,India,Jaipur,Female,18-24,VIP,instagram,social,Instagram Influencer,Organic Social,/,mobile,1,1,0,0,0,0,,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,False,,1,3316.0,6,23,2,2025,Friday,False
